original_path,local_path,sha256,classification,purpose,retention_reason,ignore_rule
new during reorganization,proteus/active/evidence/donors/terminalized_catalogue_evidence/three_pin_transistor/PNP/PNP_terminalized_primary.pdsprj.Vincero.Empty.workspace,ddacd43bc82178539fcc20c0338ea636133d80375016eeecbf00f2e28038d0a2,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/archive/donors/mixed_large_20260611/clock_timezone3_patched_to_8_13.pdsprj.M_TAHABINZAEEM.tahab.workspace,bc55c2e320aaad5f99c058e52f817db8bba9d4116225132ac534dfaf9beac78b,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/ac_voltage_v1_source_diagnostics_temp_2026_06_04/ACV_V1_SOURCE_DIAGNOSTICS_TEST_BATCH/ACV_V1_T00_EXACT_DEFAULT_COPY/ACV_V1_T00_EXACT_DEFAULT_COPY.pdsprj,proteus/experiments/runs/ac_voltage_v1_source_diagnostics_temp_2026_06_04/ACV_V1_SOURCE_DIAGNOSTICS_TEST_BATCH/ACV_V1_T00_EXACT_DEFAULT_COPY/ACV_V1_T00_EXACT_DEFAULT_COPY.pdsprj,62e36e8ecd2eb1595ebcfbd77818beed40dcdceb85820800ac061c4f85da81a8,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
experiments/ac_voltage_v1_source_diagnostics_temp_2026_06_04/ACV_V1_SOURCE_DIAGNOSTICS_TEST_BATCH/ACV_V1_T00_EXACT_DEFAULT_COPY/ACV_V1_T00_EXACT_DEFAULT_COPY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/ac_voltage_v1_source_diagnostics_temp_2026_06_04/ACV_V1_SOURCE_DIAGNOSTICS_TEST_BATCH/ACV_V1_T00_EXACT_DEFAULT_COPY/ACV_V1_T00_EXACT_DEFAULT_COPY.pdsprj.M_TAHABINZAEEM.tahab.workspace,8f05d85ca4982799e7a4e34064247ed9fa9b92ac17e3c76e864a4fc1f15b07fe,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/ac_voltage_v1_source_diagnostics_temp_2026_06_04/ACV_V1_SOURCE_DIAGNOSTICS_TEST_BATCH/ACV_V1_T01_DEFAULT_TRANSPLANT_E001/ACV_V1_T01_DEFAULT_TRANSPLANT_E001.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/ac_voltage_v1_source_diagnostics_temp_2026_06_04/ACV_V1_SOURCE_DIAGNOSTICS_TEST_BATCH/ACV_V1_T01_DEFAULT_TRANSPLANT_E001/ACV_V1_T01_DEFAULT_TRANSPLANT_E001.pdsprj.M_TAHABINZAEEM.tahab.workspace,8f05d85ca4982799e7a4e34064247ed9fa9b92ac17e3c76e864a4fc1f15b07fe,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/ac_voltage_v1_source_diagnostics_temp_2026_06_04/ACV_V1_SOURCE_DIAGNOSTICS_TEST_BATCH/ACV_V1_T02_VARIANT_TRANSPLANT_E001/ACV_V1_T02_VARIANT_TRANSPLANT_E001.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/ac_voltage_v1_source_diagnostics_temp_2026_06_04/ACV_V1_SOURCE_DIAGNOSTICS_TEST_BATCH/ACV_V1_T02_VARIANT_TRANSPLANT_E001/ACV_V1_T02_VARIANT_TRANSPLANT_E001.pdsprj.M_TAHABINZAEEM.tahab.workspace,8f05d85ca4982799e7a4e34064247ed9fa9b92ac17e3c76e864a4fc1f15b07fe,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/ac_voltage_v1_source_diagnostics_temp_2026_06_04/ACV_V1_SOURCE_DIAGNOSTICS_TEST_BATCH/ACV_V1_T03_TWO_SOURCE_TRANSPLANT_E001/ACV_V1_T03_TWO_SOURCE_TRANSPLANT_E001.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/ac_voltage_v1_source_diagnostics_temp_2026_06_04/ACV_V1_SOURCE_DIAGNOSTICS_TEST_BATCH/ACV_V1_T03_TWO_SOURCE_TRANSPLANT_E001/ACV_V1_T03_TWO_SOURCE_TRANSPLANT_E001.pdsprj.M_TAHABINZAEEM.tahab.workspace,8f05d85ca4982799e7a4e34064247ed9fa9b92ac17e3c76e864a4fc1f15b07fe,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/ac_voltage_v1_source_diagnostics_temp_2026_06_04/ACV_V1_SOURCE_DIAGNOSTICS_TEST_BATCH/ACV_V1_T04_RCL_AV_A0_NO_SOURCE_CONTROL/ACV_V1_T04_RCL_AV_A0_NO_SOURCE_CONTROL.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/ac_voltage_v1_source_diagnostics_temp_2026_06_04/ACV_V1_SOURCE_DIAGNOSTICS_TEST_BATCH/ACV_V1_T04_RCL_AV_A0_NO_SOURCE_CONTROL/ACV_V1_T04_RCL_AV_A0_NO_SOURCE_CONTROL.pdsprj.M_TAHABINZAEEM.tahab.workspace,ea4f0d38350cff9498d933336b25ebe7c10cdd9e0927e4388e1d7455011e7aa2,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/ac_voltage_v2_nonfinal_source_unit_temp_2026_06_04/ACV_V2_NONFINAL_SOURCE_UNIT_TEST_BATCH/ACV_V2_T00_TWO_SOURCE_TRANSPLANT_CONTROL/ACV_V2_T00_TWO_SOURCE_TRANSPLANT_CONTROL.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/ac_voltage_v2_nonfinal_source_unit_temp_2026_06_04/ACV_V2_NONFINAL_SOURCE_UNIT_TEST_BATCH/ACV_V2_T00_TWO_SOURCE_TRANSPLANT_CONTROL/ACV_V2_T00_TWO_SOURCE_TRANSPLANT_CONTROL.pdsprj.M_TAHABINZAEEM.tahab.workspace,8f05d85ca4982799e7a4e34064247ed9fa9b92ac17e3c76e864a4fc1f15b07fe,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/ac_voltage_v2_nonfinal_source_unit_temp_2026_06_04/ACV_V2_NONFINAL_SOURCE_UNIT_TEST_BATCH/ACV_V2_T01_RCL_AV_A0_NO_SOURCE_CONTROL/ACV_V2_T01_RCL_AV_A0_NO_SOURCE_CONTROL.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/ac_voltage_v2_nonfinal_source_unit_temp_2026_06_04/ACV_V2_NONFINAL_SOURCE_UNIT_TEST_BATCH/ACV_V2_T01_RCL_AV_A0_NO_SOURCE_CONTROL/ACV_V2_T01_RCL_AV_A0_NO_SOURCE_CONTROL.pdsprj.M_TAHABINZAEEM.tahab.workspace,349fce5a90a2d5fa5d7bb319bdc995e9ac9d87a349e144cc3b6e8eb578b79d6a,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/ac_voltage_v2_nonfinal_source_unit_temp_2026_06_04/ACV_V2_NONFINAL_SOURCE_UNIT_TEST_BATCH/ACV_V2_T02_SIMPLE_LOOP_TWO_SOURCE_NONFINAL/ACV_V2_T02_SIMPLE_LOOP_TWO_SOURCE_NONFINAL.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/ac_voltage_v2_nonfinal_source_unit_temp_2026_06_04/ACV_V2_NONFINAL_SOURCE_UNIT_TEST_BATCH/ACV_V2_T02_SIMPLE_LOOP_TWO_SOURCE_NONFINAL/ACV_V2_T02_SIMPLE_LOOP_TWO_SOURCE_NONFINAL.pdsprj.M_TAHABINZAEEM.tahab.workspace,8f05d85ca4982799e7a4e34064247ed9fa9b92ac17e3c76e864a4fc1f15b07fe,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/ac_voltage_v2_nonfinal_source_unit_temp_2026_06_04/ACV_V2_NONFINAL_SOURCE_UNIT_TEST_BATCH/ACV_V2_T03_SIX_COMPONENT_TWO_SOURCE_NONFINAL/ACV_V2_T03_SIX_COMPONENT_TWO_SOURCE_NONFINAL.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/ac_voltage_v2_nonfinal_source_unit_temp_2026_06_04/ACV_V2_NONFINAL_SOURCE_UNIT_TEST_BATCH/ACV_V2_T03_SIX_COMPONENT_TWO_SOURCE_NONFINAL/ACV_V2_T03_SIX_COMPONENT_TWO_SOURCE_NONFINAL.pdsprj.M_TAHABINZAEEM.tahab.workspace,8f05d85ca4982799e7a4e34064247ed9fa9b92ac17e3c76e864a4fc1f15b07fe,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/ac_voltage_v2_nonfinal_source_unit_temp_2026_06_04/ACV_V2_NONFINAL_SOURCE_UNIT_TEST_BATCH/ACV_V2_T04_21_RULE_TWO_SOURCE_NONFINAL/ACV_V2_T04_21_RULE_TWO_SOURCE_NONFINAL.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/ac_voltage_v2_nonfinal_source_unit_temp_2026_06_04/ACV_V2_NONFINAL_SOURCE_UNIT_TEST_BATCH/ACV_V2_T04_21_RULE_TWO_SOURCE_NONFINAL/ACV_V2_T04_21_RULE_TWO_SOURCE_NONFINAL.pdsprj.M_TAHABINZAEEM.tahab.workspace,e1ff687e483869595086c0837e20628ac6348fbd7a156042d47b795c391e5090,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/ac_voltage_v2_nonfinal_source_unit_temp_2026_06_04/ACV_V2_NONFINAL_SOURCE_UNIT_TEST_BATCH/ACV_V2_T05_SIMPLE_LOOP_STANDALONE_TRIMMED/ACV_V2_T05_SIMPLE_LOOP_STANDALONE_TRIMMED.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/ac_voltage_v2_nonfinal_source_unit_temp_2026_06_04/ACV_V2_NONFINAL_SOURCE_UNIT_TEST_BATCH/ACV_V2_T05_SIMPLE_LOOP_STANDALONE_TRIMMED/ACV_V2_T05_SIMPLE_LOOP_STANDALONE_TRIMMED.pdsprj.M_TAHABINZAEEM.tahab.workspace,8f05d85ca4982799e7a4e34064247ed9fa9b92ac17e3c76e864a4fc1f15b07fe,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/ac_voltage_v2_nonfinal_source_unit_temp_2026_06_04/ACV_V2_NONFINAL_SOURCE_UNIT_TEST_BATCH/ACV_V2_T06_SIX_COMPONENT_STANDALONE_TRIMMED/ACV_V2_T06_SIX_COMPONENT_STANDALONE_TRIMMED.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/ac_voltage_v2_nonfinal_source_unit_temp_2026_06_04/ACV_V2_NONFINAL_SOURCE_UNIT_TEST_BATCH/ACV_V2_T06_SIX_COMPONENT_STANDALONE_TRIMMED/ACV_V2_T06_SIX_COMPONENT_STANDALONE_TRIMMED.pdsprj.M_TAHABINZAEEM.tahab.workspace,8f05d85ca4982799e7a4e34064247ed9fa9b92ac17e3c76e864a4fc1f15b07fe,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/bjt_npn_double_ff_1x_v36_temp_2026_07_10/00_no_terminal_control/N001_NPN_1x_NO_TERMINAL.pdsprj.Vincero.Empty.workspace,3f89430aa53861e1f56bb033456f0de7379e33f6ba1cafa28e117bef8ea330ce,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/bjt_npn_frame_contract_1x_v38_temp_2026_07_10/00_no_terminal_control/N001_NPN_1x_NO_TERMINAL/N001_NPN_1x_NO_TERMINAL.pdsprj.Vincero.Empty.workspace,3f89430aa53861e1f56bb033456f0de7379e33f6ba1cafa28e117bef8ea330ce,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/bjt_npn_live_proteus_diagnostics_temp_2026_07_11/H01_LOCKED_FRAME_COMPLETE_NPN_DONOR_REBASED.pdsprj.Vincero.Empty.workspace,3f89430aa53861e1f56bb033456f0de7379e33f6ba1cafa28e117bef8ea330ce,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/bjt_npn_live_proteus_diagnostics_temp_2026_07_11/H02_DONOR_PLUS_MEGA_OBJECT_ID.pdsprj.Vincero.Empty.workspace,3f89430aa53861e1f56bb033456f0de7379e33f6ba1cafa28e117bef8ea330ce,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/bjt_npn_live_proteus_diagnostics_temp_2026_07_11/H03_DONOR_PLUS_MEGA_COORDS_AND_ID.pdsprj.Vincero.Empty.workspace,3f89430aa53861e1f56bb033456f0de7379e33f6ba1cafa28e117bef8ea330ce,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/bjt_npn_live_proteus_diagnostics_temp_2026_07_11/H04_DONOR_PLUS_Q129_REFERENCE.pdsprj.Vincero.Empty.workspace,3f89430aa53861e1f56bb033456f0de7379e33f6ba1cafa28e117bef8ea330ce,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/bjt_npn_live_proteus_diagnostics_temp_2026_07_11/H05_DONOR_PLUS_Q129_COORDS_AND_ID.pdsprj.Vincero.Empty.workspace,3f89430aa53861e1f56bb033456f0de7379e33f6ba1cafa28e117bef8ea330ce,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/bjt_npn_live_proteus_diagnostics_temp_2026_07_11/H07_PLACED_PACKET_ALL_AT_DONOR_GRID_SHARED_WIRE_ZERO.pdsprj.Vincero.Empty.workspace,d1b9bb83b0eaa97da513bdfcd2e946a18905cd2e04c6f9e8266ace48806ced98,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/bjt_npn_live_proteus_diagnostics_temp_2026_07_11/H08_H07_PROTEUS_CTRL_S_NORMALIZATION.pdsprj.Vincero.Empty.workspace,3f89430aa53861e1f56bb033456f0de7379e33f6ba1cafa28e117bef8ea330ce,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/bjt_npn_live_proteus_diagnostics_temp_2026_07_11/H09_CURRENT_COORDS_PROTEUS_NORMALIZED_LINKS_AND_TAIL.pdsprj.Vincero.Empty.workspace,3f89430aa53861e1f56bb033456f0de7379e33f6ba1cafa28e117bef8ea330ce,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,"proteus/experiments/runs/bjt_npn_live_proteus_diagnostics_temp_2026_07_11/Project Backups/H08_H07_PROTEUS_CTRL_S_NORMALIZATION [20260711, 00-25-29].pdsprj",6e0806fd88a49938ef32c5d9851b1a6807c7fc35fb0d33cdf0aef4c8451078f4,Proteus application backup,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/Project Backups/
